ORDER,DISTRICT,CONSTITUENCY,SUB COUNTY,PARISH,STATION,REG VOTERS,ABED  BWANIKA,AMAMA  MBABAZI,BARYAMUREEBA  VENANSIUS,BENON  BUTA BIRAARO,KIZZA  BESIGYE KIFEFE,MABIRIZI  JOSEPH,MAUREEN  FAITH KYALYA WALUUBE,YOWERI  KAGUTA MUSEVENI,VALID VOTES,INVALID VOTES,TOTAL VOTES
26343,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,006 MUHITO,03 MUHITO PRI SCH,476,1,2,1,0,93,1,0,268,366,12,378
26344,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,006 MUHITO,04 KITAGATA SUB COUNTY HQTRS,452,0,2,0,0,118,0,1,159,280,6,286
26345,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,006 MUHITO,05 KITAGATA SECONDARY SCH,670,0,5,1,1,188,1,0,284,480,10,490
26346,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,006 MUHITO,06 RWEMIHINGO C.O.U,528,0,3,0,0,104,0,0,250,357,31,388
26347,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,019 KYEIBANGA WEST,01 NYARUTOMA PRI SCH,546,1,9,0,0,135,0,0,268,413,14,427
26348,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,019 KYEIBANGA WEST,02 NYAKANYINYA PRI SCH,390,0,1,1,0,78,0,1,202,283,8,291
26349,101 SHEEMA,022 SHEEMA COUNTY SOUTH,002 KITAGATA,019 KYEIBANGA WEST,03 KYEIBANGA HIGH SCH COMPOUND,584,0,3,3,1,155,0,1,259,422,17,439
26350,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,009 KISHABYA,01 RYAKASINGA PRI SCH,651,0,2,0,1,125,0,1,357,486,4,490
26351,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,009 KISHABYA,02 KISHABYA TRADING CENTRE,596,0,2,1,2,157,0,1,284,447,4,451
26352,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,009 KISHABYA,03 RYAKASINGA PLAYGROUND,416,1,3,1,0,101,0,0,205,311,4,315
26353,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,009 KISHABYA,04 UNIVERSAL FELLOWSHIP CHURCH,610,1,3,0,1,159,2,0,288,454,7,461
26354,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,010 KYEMPITSI EAST,01 NYAMABARE PRI SCH,740,4,3,2,0,182,0,0,360,551,4,555
26355,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,010 KYEMPITSI EAST,02 NYAMABARE C.O.U,614,3,5,3,0,135,0,0,316,462,20,482
26356,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,028 KYEMPITSI WEST,01 KYEMPITSI PRI SCH,480,1,2,2,0,138,0,0,181,324,7,331
26357,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,028 KYEMPITSI WEST,02 KYEMPITSI WEST PARISH HQTRS,340,0,3,2,1,98,0,0,159,263,4,267
26358,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,028 KYEMPITSI WEST,03 ST PAUL'S HIGH SCH,487,1,4,1,0,127,1,0,235,369,5,374
26359,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,029 RWABUZA,01 SHUUKU SUB COUNTY HQTRS,457,0,9,1,0,86,0,0,247,343,5,348
26360,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,029 RWABUZA,02 BUTAGATSI TRADING CENTRE,576,0,6,4,1,89,1,0,377,478,3,481
26361,101 SHEEMA,022 SHEEMA COUNTY SOUTH,003 SHUUKU,029 RWABUZA,03 RWABUZA PRI SCH,676,2,2,1,1,201,0,1,303,511,13,524
26362,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,001 BURARO,01 BURARO TRADING CENTRE,692,0,1,0,0,165,0,1,359,526,7,533
26363,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,001 BURARO,03 KIKORE TRADING CENTRE,391,0,1,0,0,107,1,2,191,302,9,311
26364,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,002 KASAANA WEST,01 KITUNTU TRADING CENTRE,408,0,2,0,0,106,0,1,230,339,3,342
26365,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,002 KASAANA WEST,02 KYABIGO PRI SCH,657,1,2,3,2,151,1,1,322,483,17,500
26366,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,002 KASAANA WEST,03 BUBAARE PLAYGROUND,254,1,1,1,0,55,0,0,148,206,4,210
26367,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,007 RUKONDO,01 RUKONDO PARISH HQTRS,743,1,5,2,1,124,2,0,375,510,61,571
26368,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,007 RUKONDO,02 RUKONDO PRI SCH,447,1,0,0,0,89,0,1,220,311,6,317
26369,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,007 RUKONDO,03 NYARUZINGA PRI SCH,558,0,5,1,0,113,0,2,323,444,19,463
26370,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,016 KASAANA EAST,01 NYAKABUNGO PRI SCH,345,0,2,0,0,92,0,0,185,279,5,284
26371,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,016 KASAANA EAST,02 MISHENYI PRI SCH,472,1,1,1,3,103,0,0,257,366,7,373
26372,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,016 KASAANA EAST,03 KASAANA EAST PARISH HQTRS,720,3,3,1,0,188,0,0,335,530,22,552
26373,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,016 KASAANA EAST,04 KIRUGU I,197,0,0,0,1,29,0,0,138,168,5,173
26374,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,017 KARUGORORA,01 KASHARAZI PRI SCH,471,0,2,0,0,68,0,0,281,351,15,366
26375,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,017 KARUGORORA,02 KARUGORORA PRI SCH,290,0,1,3,0,55,0,0,168,227,12,239
26376,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,018 KASAANA CENTRAL,01 KASAANA PRI SCH,432,1,1,1,0,88,1,0,198,290,11,301
26377,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,018 KASAANA CENTRAL,02 RUHIGANA PRI SCH,311,0,0,0,0,69,0,0,158,227,4,231
26378,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,018 KASAANA CENTRAL,03 KASAANA TRADING CENTRE,424,0,1,1,0,93,0,0,211,306,11,317
26379,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,018 KASAANA CENTRAL,04 AKAKOROGOTO,475,0,4,1,1,118,1,0,234,359,11,370
26380,101 SHEEMA,022 SHEEMA COUNTY SOUTH,004 KASAANA,020 KYEIHARA,01 KYEIHARA PRI SCH,673,2,3,2,0,120,1,1,422,551,13,564
26381,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,012 ISINGIRO WARD,01 KAZIKO PRI SCH,829,2,7,0,0,188,0,1,399,597,28,625
26382,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,012 ISINGIRO WARD,02 ISINGIRO WARD HQTRS,571,0,6,1,0,172,0,0,186,365,10,375
26383,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,012 ISINGIRO WARD,03 MATSYA CATHOLIC CHURCH,356,0,0,0,0,72,0,1,174,247,18,265
26384,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,013 KYAMURARI NORTH WARD,01 BUGONGI TOWN COUNCIL HQTRS,785,2,5,2,1,195,0,1,365,571,7,578
26385,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,013 KYAMURARI NORTH WARD,02 KYAMURARI NORTH WARD HQTRS,854,0,0,0,0,0,0,0,0,0,0,0
26386,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,022 KYAMURARI SOUTH WARD,01 RWENDAHI PRI SCH,785,0,3,0,3,168,0,0,404,578,13,591
26387,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,022 KYAMURARI SOUTH WARD,02 RWAKICUNDIRO CATHOLIC CHURCH,538,2,2,2,0,83,0,0,329,418,14,432
26388,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,023 KYARIKUNDA WARD,01 KYARIKUNDA PRI SCH (A-K),563,5,6,1,0,110,3,0,306,431,16,447
26389,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,023 KYARIKUNDA WARD,02 KYENGIRI PRI SCH,474,0,6,1,0,112,1,0,249,369,4,373
26390,101 SHEEMA,022 SHEEMA COUNTY SOUTH,005 BUGONGI TOWN COUNCIL,023 KYARIKUNDA WARD,03 KYARIKUNDA PRI SCH (M-Z),499,1,3,0,1,126,0,0,229,360,7,367
26391,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,011 NYAKARAMA NORTH,01 KIRUNDO PRI SCH,683,1,6,2,0,101,0,2,420,532,14,546
26392,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,011 NYAKARAMA NORTH,02 RWAMUNENA TRADING CENTRE,411,0,2,1,0,86,0,1,233,323,7,330
26393,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,015 RUGARAMA,01 MURARI PRI SCH (A-K),543,1,4,0,1,122,0,0,249,377,20,397
26394,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,015 RUGARAMA,02 RUGARAMA PARISH HQTRS,555,2,5,2,1,150,0,1,248,409,5,414
26395,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,015 RUGARAMA,03 MURARI PRI SCH (M-Z),512,2,7,0,1,137,1,1,212,361,9,370
26396,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,024 NYAKASHOGA,01 NYAKASHOGA PRI SCH,503,4,3,3,0,104,0,0,278,392,8,400
26397,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,024 NYAKASHOGA,02 RUHOROBERO PRI SCH,470,0,6,2,0,142,0,1,204,355,11,366
26398,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,027 NYAKARAMA SOUTH,01 NYAKARAMA PARISH HQTRS,514,1,4,2,0,99,0,3,290,399,13,412
26399,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,027 NYAKARAMA SOUTH,02 NYAKARAMA PRI SCH,579,2,3,0,0,148,0,0,268,421,15,436
26400,101 SHEEMA,022 SHEEMA COUNTY SOUTH,006 RUGARAMA,027 NYAKARAMA SOUTH,03 BIGONA PRI SCH,405,3,3,1,0,86,0,1,193,287,11,298
26401,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,005 BUSETA,01 MIDIRI PRI. SCH.,586,1,2,3,0,99,1,0,317,423,18,441
26402,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,005 BUSETA,02 KWIBIRI T/C,305,3,12,0,0,51,0,2,173,241,11,252
26403,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,005 BUSETA,03 MUSA'S BOREHOLE,592,0,0,0,0,0,0,0,0,0,0,0
26404,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,005 BUSETA,04 BUNYEKERO BOREHOLE,468,2,3,2,1,59,2,1,264,334,10,344
26405,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,007 KITUTI,01 BUSETA SCTY HQTRS,607,3,21,4,0,116,0,1,304,449,10,459
26406,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,007 KITUTI,02 BUBULANGA A BOREHOLE,321,0,1,0,0,51,0,1,190,243,11,254
26407,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,007 KITUTI,03 JANES MEETING PLACE,458,4,4,0,0,61,0,0,303,372,10,382
26408,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,007 KITUTI,04 KITUTI VOCATIONAL INSTITUTE,286,1,4,0,0,32,0,1,209,247,1,248
26409,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,035 KATIRYO,01 KATIRYO PRI. SCH.,563,0,2,0,0,100,0,1,317,420,5,425
26410,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,035 KATIRYO,02 SANGO'S PLACE,385,3,2,1,0,122,1,1,178,308,8,316
26411,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,035 KATIRYO,03 NAMEJJE BORE HOLE,233,5,5,0,0,64,0,0,112,186,9,195
26412,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,035 KATIRYO,04 WANA PRI.SCH.,242,0,2,0,0,54,0,0,122,178,10,188
26413,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,035 KATIRYO,05 NAKIBWE BOREHOLE,232,1,3,0,0,51,0,0,116,171,7,178
26414,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,037 NATOTO,01 NATOTO B P/S,532,2,4,2,1,108,0,1,304,422,18,440
26415,102 KIBUKU,189 KIBUKU COUNTY,002 BUSETA,037 NATOTO,02 NATOTO C.O.U,623,4,6,4,1,94,1,1,357,468,14,482
26416,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,016 NALUBEMBE,01 NALUBEMBE PRI. SCH,738,0,2,1,0,150,1,0,388,542,12,554
26417,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,016 NALUBEMBE,02 NALUBEMBE C.O.U II,548,1,3,0,0,90,1,0,292,387,12,399
26418,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,016 NALUBEMBE,03 NALUBEMBE CATHOLIC CHURCH,616,0,4,0,0,127,0,10,333,474,9,483
26419,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,016 NALUBEMBE,04 NALUBEMBE C.O.U I,485,3,2,0,1,86,2,1,310,405,3,408
26420,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,032 BUMIZA,01 BUSIKWE BOREHOLE,499,1,4,1,1,175,1,0,208,391,30,421
26421,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,032 BUMIZA,02 BUMIZA PRI. SCH.,795,1,6,2,0,211,1,1,322,544,15,559
26422,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,032 BUMIZA,03 NADOTO P/S,689,5,2,0,0,140,0,1,384,532,23,555
26423,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,032 BUMIZA,04 KANYOLO PRI. SCH. (A-M),531,2,5,1,0,91,0,2,313,414,10,424
26424,102 KIBUKU,189 KIBUKU COUNTY,004 KIBUKU,032 BUMIZA,05 KANYOLO PRI. SCH. (N-Z),420,3,4,0,0,87,0,0,223,317,18,335
26425,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,013 KATAKA,01 KATAKA PRI SCH,569,1,2,0,0,128,0,0,291,422,8,430
26426,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,013 KATAKA,02 KATAKA CHURCH OF UGANDA,354,4,2,1,1,49,0,0,217,274,3,277
26427,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,015 LWATAMA,01 NAMBIRI,540,1,4,4,3,158,0,0,171,341,23,364
26428,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,015 LWATAMA,02 KIRYOLO C.O.U,433,3,3,0,0,87,1,0,218,312,12,324
26429,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,015 LWATAMA,03 KIRYOLO T/C,444,2,2,0,1,130,0,0,192,327,7,334
26430,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,015 LWATAMA,04 LWATAMA PRI SCH,526,1,1,1,0,131,0,1,233,368,14,382
26431,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,015 LWATAMA,05 BUKENYE BOREHOLE,266,1,1,1,0,30,0,1,168,202,12,214
26432,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,015 LWATAMA,06 LWATAMA BOREHOLE,535,1,0,1,0,109,1,1,236,349,18,367
26433,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,015 LWATAMA,07 BUKOMOLO,265,1,0,1,0,69,0,0,146,217,8,225
26434,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,017 TIRINYI,01 TIRINYI PRI. SCH,441,2,4,3,0,93,0,2,188,292,6,298
26435,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,017 TIRINYI,02 TIRINYI CATHOLIC CHURCH (A-M),589,2,2,1,0,130,1,0,214,350,48,398
26436,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,017 TIRINYI,03 TIRINYI S/C HQTS,324,2,3,0,1,60,2,0,136,204,17,221
26437,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,017 TIRINYI,04 KUJJI PRESPITARIAN CHURCH,360,5,2,0,0,118,0,0,150,275,13,288
26438,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,017 TIRINYI,05 TRINITY PASSOVER CHURCH,352,0,2,1,0,73,0,1,175,252,8,260
26439,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,017 TIRINYI,06 TIRINYI CATHOLIC CHURCH (N-Z),440,3,4,1,1,89,1,1,169,269,8,277
26440,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,031 NANOKO,01 NAMUYONGA I,274,0,0,0,0,54,0,1,163,218,6,224
26441,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,031 NANOKO,02 KAMPALA T/C,683,1,0,0,0,46,0,1,484,532,32,564
26442,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,031 NANOKO,03 NANOKO PRI. SCH.,372,0,0,0,0,58,0,0,248,306,12,318
26443,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,031 NANOKO,04 MUKONGORO T/C,517,2,1,1,0,65,0,0,348,417,2,419
26444,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,033 KITANTALO,01 KIYALYO PRI SCH,521,1,2,0,0,99,0,0,291,393,12,405
26445,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,033 KITANTALO,02 KITANTALO BOREHOLE,393,1,4,1,0,88,0,0,187,281,11,292
26446,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,033 KITANTALO,03 BUGWERE PRI SCH,609,3,4,1,0,145,1,0,303,457,19,476
26447,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,033 KITANTALO,04 NAKAWA T/C,351,1,5,0,2,71,1,0,172,252,8,260
26448,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,033 KITANTALO,05 KITANTALO-BUSIKWE BOREHOLE III,368,2,1,0,0,87,0,2,170,262,17,279
26449,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,038 KALAMPETE,01 POSYA'S MEETING PLACE,455,4,2,0,0,175,0,1,140,322,11,333
26450,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,038 KALAMPETE,02 KALAMPETE PRI SCH,589,4,4,2,0,228,3,0,173,414,8,422
26451,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,038 KALAMPETE,03 BUKALIJOKO,220,3,0,1,0,103,0,0,60,167,8,175
26452,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,038 KALAMPETE,04 KOTOLO II BORE HOLE,273,1,1,0,0,110,0,1,86,199,16,215
26453,102 KIBUKU,189 KIBUKU COUNTY,007 TIRINYI,038 KALAMPETE,05 MUGABA PRI. SCH.,496,1,5,1,0,185,0,1,181,374,5,379
26454,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,006 KASASIRA,01 KASASIRA CATHOLIC CHURCH,538,2,0,0,0,45,0,1,386,434,5,439
26455,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,006 KASASIRA,02 NANKODO ISLAMIC PRI. SCH,370,0,4,0,0,59,0,1,233,297,2,299
26456,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,006 KASASIRA,03 TAQUWA MOSQUE P/S,392,0,1,0,0,59,0,1,272,333,1,334
26457,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,006 KASASIRA,04 MORU PRI. SCH,568,1,0,0,1,46,0,2,375,425,9,434
26458,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,006 KASASIRA,05 KASASIRA P/S II,384,0,3,1,0,47,0,0,245,296,0,296
26459,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,006 KASASIRA,06 TEFIRO'S GROUND,627,1,3,0,0,59,0,2,381,446,19,465
26460,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,022 BUGIRI,01 BUGIRI PRI SCH,380,0,1,1,0,42,0,1,247,292,13,305
26461,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,022 BUGIRI,02 BUGIRI I C.O.U,446,1,3,0,2,28,1,1,329,365,5,370
26462,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,022 BUGIRI,03 KABUSULE TRADING CENTRE,282,0,1,0,0,43,0,0,199,243,0,243
26463,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,022 BUGIRI,04 BUGIRI CENTRAL T/C,259,0,0,1,0,31,0,2,169,203,4,207
26464,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,022 BUGIRI,05 SUKALI GROUND T/C,398,2,3,2,2,48,2,0,275,334,4,338
26465,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,022 BUGIRI,06 KADAKI BOREHOLE,210,0,2,0,0,25,0,0,153,180,2,182
26466,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,023 NANKODO,01 NANKODO LAKESIDE FULL GOSPEL CHURCH,497,1,2,2,0,38,0,2,369,414,11,425
26467,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,023 NANKODO,02 NANKONDO P/S I,401,2,1,0,0,31,0,2,295,331,1,332
26468,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,023 NANKODO,03 NANKONDO CATHOLIC CHURCH,549,1,0,0,1,26,0,0,44,72,12,84
26469,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,023 NANKODO,04 MUSENZE GROUND,364,0,2,0,0,26,0,0,271,299,15,314
26470,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,024 KAPYANI,01 NASOGOLA'S PLACE,564,1,1,1,0,64,0,2,396,465,14,479
26471,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,024 KAPYANI,02 KAPYANI PRI. SCH.,259,1,1,2,0,33,0,0,175,212,0,212
26472,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,024 KAPYANI,03 DOKYA,264,1,0,1,1,17,0,1,202,223,6,229
26473,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,024 KAPYANI,04 SUPAYA'S GROUND T/C,320,0,2,2,0,31,0,2,217,254,17,271
26474,102 KIBUKU,189 KIBUKU COUNTY,009 KASASIRA,024 KAPYANI,05 BUGANZA BOREHOLE,581,0,1,1,0,38,0,2,440,482,0,482
26475,102 KIBUKU,189 KIBUKU COUNTY,010 KIBUKU TOWN COUNCIL,014 KIBUKU WARD,01 KABAYA MEETING PLACE,795,3,5,1,1,148,0,0,410,568,7,575
26476,102 KIBUKU,189 KIBUKU COUNTY,010 KIBUKU TOWN COUNCIL,030 NAMAWONDO WARD,01 KIBUKU P/S,578,0,5,0,0,110,0,0,304,419,1,420
26477,102 KIBUKU,189 KIBUKU COUNTY,010 KIBUKU TOWN COUNCIL,030 NAMAWONDO WARD,02 NAMAWONDO B/H,234,0,0,0,0,37,0,0,156,193,9,202
26478,102 KIBUKU,189 KIBUKU COUNTY,010 KIBUKU TOWN COUNCIL,039 BUBERA WARD,01 KOMERO MEETING PLACE,799,0,6,0,0,143,0,0,425,574,38,612
26479,102 KIBUKU,189 KIBUKU COUNTY,010 KIBUKU TOWN COUNCIL,039 BUBERA WARD,02 NAWONDO,221,0,1,0,0,42,0,0,142,185,3,188
26480,102 KIBUKU,189 KIBUKU COUNTY,010 KIBUKU TOWN COUNCIL,040 KOBOLWA WARD,01 KOBOLWA P.S,317,3,1,1,1,90,0,1,122,219,24,243
26481,102 KIBUKU,189 KIBUKU COUNTY,010 KIBUKU TOWN COUNCIL,040 KOBOLWA WARD,02 KIBUKU S.S,567,2,0,0,0,147,0,0,262,411,27,438
26482,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,001 BULANGIRA,01 BULANGIRA SCTY HQRS,517,1,1,2,0,162,1,1,172,340,16,356
26483,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,001 BULANGIRA,02 KAKUNYUMUNYU P/S,827,6,7,0,3,256,0,1,313,586,8,594
26484,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,001 BULANGIRA,03 KAGONDO C.O.U,452,6,3,0,1,142,0,5,180,337,17,354
26485,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,001 BULANGIRA,04 KADOTO TRADING CENTRE,446,3,5,0,0,142,0,1,165,316,7,323
26486,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,001 BULANGIRA,05 KANGALABA CHURCH,426,2,3,3,1,143,3,2,148,305,12,317
26487,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,001 BULANGIRA,06 BUKATIKOKO DIPO TRADING CENTRE,320,3,5,2,1,82,2,0,145,240,5,245
26488,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,001 BULANGIRA,07 KINABULE TREE,525,1,5,2,0,170,0,4,160,342,1,343
26489,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,004 KAKUTU,01 KAKUTU CHURCH OF UGANDA,817,1,4,2,0,185,0,0,311,503,43,546
26490,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,004 KAKUTU,02 BUTOLOYI T/C,477,3,2,0,0,102,1,0,217,325,21,346
26491,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,004 KAKUTU,03 KAKUTU PRI SCH,589,4,6,0,0,142,0,1,248,401,4,405
26492,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,004 KAKUTU,04 KAKUBEKE CATHOLIC CHURCH,364,2,1,0,0,91,2,3,151,250,9,259
26493,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,018 PULAKA,01 KAWUTUKWI IMMUNISATION CENTRE,326,1,5,3,2,87,0,3,136,237,7,244
26494,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,018 PULAKA,02 KABIRIBITI GROUND,552,2,2,1,1,166,1,3,221,397,9,406
26495,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,018 PULAKA,03 PULAKA PRI. SCH.,697,2,4,3,2,129,1,1,299,441,23,464
26496,102 KIBUKU,189 KIBUKU COUNTY,001 BULANGIRA,018 PULAKA,04 BUKOMOLO PRI. SCH.,296,0,1,1,0,65,0,0,143,210,3,213
